亲爱的，晚饭做什么吃？	红烧鲤鱼和鲜蘑油菜。
这里是电话公司，需要什么服务？	我想激活语言信箱服务。
你好，我想接通我的话机。	请问您的地址，先生。
你好，请问你是Marie Ward吗？	我去看看她在不在。
你好，请找埃里森接电话，好吗？	很抱歉，他现在还没回来。
你好，欢迎拨打123技术帮助，你需要什么帮助？	你好，你能帮帮我吗？我的计算机，天哪！
你好，我需要撤消我的电话。	好，您住在哪儿，先生？
喂!	喂，请找谢若利姆？
早上好。	早上好。我是玛丽。我找安妮。
你好，这里是57356475。	你好，我是约翰。我想和琳达说话。
我想打个国外电话到香港，请打对方付费电话。	是的，打到哪里呢？
你好!我是彼得,我代表救助儿童基金会给你打电话.你以前听说过我们这个机构吗？	恩,是的,我听说过…你们不是做些慈善工作吗?比如关心非洲忍饥挨饿的儿童或者类似的事情?
早上好。	早上好。
喂!	喂，请找谢若利姆？
汤姆吗？噢，我们上次聊天到现在已经有一阵子了。很高兴又见到你。	也是在这里。嘿，你知不知道苏珊要结婚了。她邀请我去参加婚礼，她希望你也能出席。
喂，请找Mark Wyatt.	对不起，我听不太清楚，可以请你再说一次吗？
我是话务员，有什么需要帮助的吗？	是的，我想打个对方付费的电话。
这里是电话公司，需要什么服务？	我想激活语言信箱服务。
早上好。范恩剧院，愿为您效劳。	你好。我打算和一个外国女孩看一场中国的传统戏剧。这个周末上演什么剧？
帕姆，最近的自动取款机在哪儿？	不远，你看到那边的那个黄色建筑了吗？
打扰了。我要去动物园在这里搭公车可以吗？	额，你可以从这里搭36路车，但是之后你必须走30分钟左右。
打扰了，这路公车去新书店吗？	不，你必须在银行那里下车，然后搭50路公车。
简，你要去哪里？	我想去医院看苏珊。
打扰了，公车在这里停吗？	是的，他们都在这个角落停。
打扰了，你能告诉我如何去校医室吗？我迷路了。	是的。一直往前走，直到你到达交通灯，在那里向左转，医务室就在第一个拐角处的右边了。
打扰了，最近的加油站在哪里？	沿着这条路走到交通灯那里。
打扰了，你可以告诉我去火车站怎么走吗？	火车站？沿着这条街向南走，在第二个拐弯处向左转，火车站就在那条街的末尾处。
打扰了，您可以告诉我在这张地图上北京大学在哪里吗？	让我看看。它在这里。
打扰一下,请问邮局在哪儿?	在第五大街.
请问到假日旅店怎么走?	在第二个交通灯那儿过马路就到了.
对不起，你知道海军上将旅馆在哪儿？	那是在卡来威街，不是吗？
顺便问一下，洗手间在哪里？	洗手间在后面，恐怕此刻所有厕所都满了。
打扰一下，小姐，你能告诉我银行在哪儿吗？	可以，但是车不能直接到那儿你得坐5站26路公共汽车，然后换乘16路公共汽车，在第三站下车后你就能看到这家银行了。
附近有书店吗?	有,就在前面的拐角处.
对不起，请你告诉我怎样回希尔顿饭店好吗？我恐怕迷路了。	你有饭店名片或其他东西吗？
对不起，你能告诉我这个书店的地址吗？	当然，书店离此不远就在转角处向左拐你就能看到。
对不起,请问到圆山大饭店怎么走？	对不起，我没听懂你说的话，可以请你再说一遍吗？
抱歉，你好像迷路了，需要帮忙吗?	噢，谢谢，我正在找火车站.
我在找Bluemingdails购物中心，你可以告诉我该怎么去吗？	当然，事实上离这里很近。你沿着这条路走下去，然后在下个路口左转。
对不起，不知道可不可以请你帮个忙。	当然，什么事？
麻烦您一下,到花旗银行怎么走?	离这儿有两三个街区.
摇滚乐我一点也不感兴趣。你呢？	我喜欢得着迷，它使我兴奋。
蚊子正在咬我！	蚊子也在咬我！我得不停地挠。到处都是蚊子。可恶的东西。
够了，哈利，别再责怪她了。	就是她让我们那么难堪。
你有没有听见她对我讲的话？	我听见了。
我不喜欢这部电影。这是部烂片。	哎，我已经付了票钱，所以不管你喜欢不喜欢，我们得看完它。
你喜欢新来的历史老师吗？	他没完没了地讲啊讲，我都听烦了。
这个电影真没意思。	女主角的演技太做作了。
那家伙的举止真讨厌。	谁说不是。他的问题没完没了。
高峰期开车真叫人头疼。	是啊，你得耐心、小心。
都吵闹些什么呀？	他们在讨论是否换掉音乐老师史密斯小姐。
那个讨厌的女人又来办公室啦？	恐怕是的。
我讨厌跳舞。	但对我来说跳舞是一种享受。
每天千篇一律的工作真让我讨厌。	得了吧，你只不过刚刚开始
她太笨了。	谁管她笨不笨？她很漂亮。
你觉得那个电视系列剧怎么样？	说实话，我觉得看它纯粹是浪费时间。
你喜欢打网球吗？	我觉得没什么意思。
我讨厌跳舞。	但对我来说跳舞是一种享受。
我必须承认我对数学一点也不感兴趣。	我肯定你很快会喜欢它的,它是一门非常有趣的学科。
你准备要去购物中心了吗？	嗯，你觉得我的新裤子如何？
你和同事的关系如何?	我和他们大部分人处得都很不错。不过，好像一群人中总会有些坏家伙，比方说玛格丽特。我不知道管理部门为什么到现在还没有解雇她。她可是令人厌恶的饶舌者。
嗨，戴夫。我是吉娜。	吉娜？诈包吉娜？
你知道今天下午的会议取消了吧？	为什么我总是最后一个知道这些事情的人？
当秘书怎么样？	我根本不喜欢那种工作，它简直使我发疯。
等公共汽车真是太讨厌了。	是啊，尤其是你有急时候。
每天都得爬好几层楼才能到家，真讨厌！	但这也是一种锻炼，对身体有好处。
你养宠物吗，猫狗之类的？	不养，我怕猫。
炳也有寄这些黄色笑话给你吗？妳看！	真是个烂人！骗人的幸运信是一回事，但性骚扰就太过分了。
妈呀。这些胡萝卜又难吃又咸。姐姐，你觉得怎样？	我很喜欢。它们很好吃。
你觉得我对艾文太过火了吗？	你本可以试着跟他解释，会有新的程序设计师进来。
切记一件事。目前的要务是确保Stars.com高兴。	对，你说得对。不过她真是邪恶到家。真该有人让她木桩穿心的。
哇。她讨厌起来还真要命，不是吗？	不。她说得对。我太紧张了。我满脑子都在想万一我们搞砸了怎么办?
怎么了，看起来不大高兴。	是为了我的女朋友，我觉得她一直在欺骗我。
先生，需要服务吗？	我在这里等一阵子了。我在这里等人帮我加油。
我的天！怎么了？你的脸上有血。	噢，别担心。我刚刚宰了一只鸽子。
糟了，我的车票好像丢了。	开玩笑吧？火车还有一个小时就开了，你放哪儿了？
天啊！我被骗了。	什么？你买了什么？
嗨，麦克，你怎么今天看起来不高兴呀？	我昨天和我的邻居大吵了一顿。
玛丽，你在吗？	我回来了。我出的佛像标价还是最高的
你认为这个怎么样?	还行吧。
我简直无法相信！	怎么了？这可是个好球。
我从七点半就一直站在这儿等你。你到底上哪儿去了？	真太对不起，我迟到了。不过我实在没办法。
你终于来了！知道吗，你晚了半小时。	非常抱歉让你等这么久。
吉姆是怎么弄到钱的？	他从尼克哪借来的。
我们应该走哪边呢？雪莉。	你决定吧。
不用担心，先请坐下来消消气。	我怎么能轻松得了？我真是气死了。
当他告诉我我必须加班的时候，我受够了。	你是忍无可忍了，是吗？
你在这件事上没有风度。	那是因为你作弊。
嗨，Joe.你见过我的新助理了吧？	嗯……没错。但是我觉得她不怎么样。
这儿闻起来有股烟灰缸的味道。	亲爱的，怎么了？你脸上的表情怎么那么难看？
哈利昨天晚上发火了。	那是因为他太紧张了。不管怎么说，这是他第一次导演一出戏。
你面红耳赤的，生气啦？	猫吃了我的鱼，我要杀了它。
我和丈夫吵架的时候，他连理都不理我。	吵架和和好是双方面的事情。
Mary看起来很不开心，她怎么啦？	她没有想到自己辛辛苦苦干了一天的活儿却受到责备。
进来，进来!	嗨，加里，发生了什么事？我在电影院等你。你为什么没去那里和我碰面呢？
